x1;x2,Clase
-3.61898888576415;6.42634134406762;0
-5.82511125953805;-1.20575557685172;0
5.69313539838705;6.62580108258013;0
3.28237493836384;-0.492630073693169;0
3.98952164903961;-9.87557079346965;0
-6.14216254202139;2.77307661827957;0
9.38695249119665;-3.00728914732248;0
5.66937264190566;-8.74869916667030;0
9.29379784750602;-3.38534321974457;0
9.58504970028013;-1.62639514379859;0
-6.23500116686243;0.903894419830919;0
4.89310318318670;7.13038701385074;0
-2.21276424799648;-10.8494411510426;0
-6.26489468681954;1.15854285981586;0
-5.87038546677165;-0.862890040977636;0
-5.89828835463541;3.13866777580535;0
6.50597676853005;-7.96123944961184;0
-3.81624260322370;6.21688780507798;0
9.35843080089547;1.25610708093704;0
-5.08727521994710;-2.38210095717353;0
0.926956671412912;-4.32256878493816;0
-4.77412445971194;5.28253423660880;0
-6.32801587845860;0.506008051261191;0
-0.630311139020827;-10.8822700280280;0
-2.14162348475848;-10.9101492848627;0
3.45092126568717;-0.552972117279486;0
9.14051065993094;1.91880054618502;0
3.19084060976543;-1.72259465838950;0
1.79425744881758;8.05510979689113;0
6.96133537992203;5.58916278110886;0
3.39337038393745;-10.1718985658495;0
9.50088141503907;-0.0731403086422466;0
-6.13714718759337;2.11610529146708;0
-0.411771865621772;-10.8879365495591;0
6.81001335691022;-7.66545134287871;0
8.41571866369119;3.58368056336845;0
0.0876232629822108;-10.9918223470458;0
-1.67313066961076;7.40027623347751;0
-3.38587202515235;6.59891187271215;0
9.46006089547355;0.430112464258142;0
1.06096672238967;-4.25598724993968;0
-1.34252187017937;7.72214227321421;0
-5.28417525754808;-2.13708858192884;0
4.94384968969167;-9.34910009875481;0
8.36527163225780;-5.61596673458878;0
9.28552577399552;-2.88363287436877;0
-0.785372000412161;-10.9361341659722;0
4.37277317094742;-9.58033627649446;0
7.93245064098985;4.27667129928709;0
2.69109213278610;1.05861265078929;0
0.431244492193835;-4.60439646204963;0
6.65265322153942;5.81684884948379;0
-3.05884723753595;-10.7809588787663;0
3.11970462655208;-10.1897007512018;0
-2.00173434543953;-10.8682689615795;0
-4.17512030796425;-10.3803182848023;0
-1.54742922269933;7.55542178292105;0
-4.22438297303072;5.84875894866122;0
6.05152399394192;-8.41636357071600;0
-5.96831224652776;-0.751218221696421;0
-3.47117787416654;-10.6870099927861;0
-1.75836149854164;-10.9143641201094;0
-1.94160494728532;7.36665889092909;0
-3.02545835046833;6.75811152028482;0
9.04975000496816;-3.89049086487182;0
8.50403739133152;-5.25444925979058;0
5.28740513894074;-8.87411433173182;0
9.21687993531420;1.85663571460125;0
0.352532363666031;-4.61803957680392;0
8.44135687967345;3.63402060788678;0
3.30350417174607;-1.61565049615019;0
7.12707358184978;-7.28766314991719;0
9.52599199527805;-2.02386456170536;0
9.20675583540358;1.55119583640158;0
-6.22614820109063;0.252850260641422;0
8.67187954309127;-5.10533189107735;0
8.29176340956856;-5.74130967570826;0
-3.01327466807145;6.87013679573804;0
3.35733561956315;-0.664612425110221;0
3.17435651052224;-10.2139716688516;0
6.70250433630314;-7.87725453614775;0
6.35490223925610;6.11429610555123;0
8.75012071435228;-4.71867657205107;0
5.85939115673537;-8.59743186746895;0
-3.87738840347678;6.29948459405008;0
-0.858485648240728;-10.8847478644343;0
8.76873373734161;2.80486309752396;0
-5.55468742256768;4.14649918237623;0
-6.03656892541545;2.95366873419085;0
0.607204032097392;-10.8702814529612;0
-1.87858393603947;7.37616123264069;0
-3.38144330917624;-4.05137373648769;0
-2.74490512156966;-10.7096417751255;0
9.54703448872326;-1.50013684318440;0
-4.62387176094298;-10.1964747399679;0
-5.59827472649379;-1.86640854410556;0
3.83965673932761;-9.78828269500775;0
5.70665893380374;6.51225311183794;0
9.20604706864961;2.08244229206676;0
3.18259501007650;-1.78789403473359;0
-6.64069526442788;-5.30868756194008;1
-6.61037290758983;7.90192970684862;1
3.78646837487095;-6.23793093217811;1
